movie_title,movie_id,color,director_id,num_critic_for_reviews,duration,gross,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
Hancock,448157,Color,21,318.0,102,227946274.0,343648,0,"['bully comeuppance', 'destruction', 'prison', 'superhero', 'tough girl']",http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590.0,English,USA,PG-13,150000000.0,2008,6.4,2.35
I Am Legend,480249,Color,66,323.0,104,256386216.0,530870,0,"['new york city', 'pandemic', 'post apocalypse', 'survivalist', 'virus']",http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413.0,English,USA,PG-13,150000000.0,2007,7.2,2.35
Charlie and the Chocolate Factory,367594,Color,75,276.0,115,206456431.0,320284,3,"['chocolate', 'diminution', 'miniaturization', 'physical flexability', 'ticket']",http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361.0,English,USA,PG,150000000.0,2005,6.7,1.85
Ratatouille,382932,Color,58,318.0,111,206435493.0,473887,0,"['chef', 'food', 'french', 'rat', 'restaurant']",http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626.0,English,USA,G,150000000.0,2007,8.0,2.35
Batman Begins,372784,Color,4,478.0,128,205343774.0,980946,0,"['armored car', 'gangster', 'gotham', 'mixed martial arts', 'social decay']",http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685.0,English,USA,PG-13,150000000.0,2005,8.3,2.35
Madagascar: Escape 2 Africa,479952,Color,76,167.0,89,179982968.0,146019,0,"['africa', 'madagascar', 'new york city', 'sequel', 'zoo']",http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119.0,English,USA,PG,150000000.0,2008,6.7,1.85
Night at the Museum: Battle of the Smithsonian,1078912,Color,77,185.0,105,177243721.0,130272,2,"['hdtv', 'motorcycle', 'museum', 'security guard', 'tyrannosaurus rex']",http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2009,5.9,2.35
X-Men Origins: Wolverine,458525,Color,78,350.0,119,179883016.0,361924,0,"['army', 'civil war', 'claw fight', 'commando', 'wolverine the character']",http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641.0,English,USA,PG-13,150000000.0,2009,6.7,2.35
The Matrix Revolutions,242653,Color,42,245.0,129,139259759.0,364948,0,"['battle', 'epic', 'fight', 'future', 'machine']",http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121.0,English,Australia,R,150000000.0,2003,6.7,2.35
Frozen,2294629,Color,79,406.0,102,400736600.0,421658,0,"['magic', 'sister love', 'sister sister relationship', 'snow', 'snowman']",http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904.0,English,USA,PG,150000000.0,2013,7.6,2.24
The Matrix Reloaded,234215,Color,42,275.0,138,281492479.0,421818,0,"['car motorcycle chase', 'one against many', 'oracle', 'prophecy', 'stylized violence']",http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789.0,English,USA,R,150000000.0,2003,7.2,2.35
Thor: The Dark World,1981115,Color,72,486.0,112,206360018.0,414070,3,"['arrest', 'portal', 'thor', 'warrior', 'weapon']",http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532.0,English,USA,PG-13,170000000.0,2013,7.1,2.35
Mad Max: Fury Road,1392190,Color,80,739.0,120,153629485.0,552503,0,"['australia', 'desert', 'escape', 'on the run', 'post apocalypse']",http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588.0,English,Australia,R,150000000.0,2015,8.1,2.35
Angels & Demons,808151,Color,81,298.0,146,133375846.0,207839,2,"['conclave', 'illuminati', 'murder', 'reference to bernini', 'reference to raphael']",http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435.0,English,USA,PG-13,150000000.0,2009,6.7,2.35
Thor,800369,Color,82,516.0,115,181015141.0,536314,1,"['battle', 'marvel cinematic universe', 'scientist', 'thor', 'throne']",http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738.0,English,USA,PG-13,150000000.0,2011,7.0,2.35
Bolt,397892,Color,83,225.0,96,114053579.0,146766,0,"['cat', 'dog', 'hamster', 'new york city', 'superpower']",http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178.0,English,USA,PG,150000000.0,2008,6.9,1.85
G-Force,436339,Color,84,145.0,88,119420252.0,33042,0,"['fbi director', 'guinea pig', 'household appliance', 'secret agent', 'talking mouse']",http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90.0,English,USA,PG,150000000.0,2009,5.1,2.35
Wrath of the Titans,1646987,Color,85,310.0,99,83640426.0,152826,0,"['ares', 'hades', 'titan', 'underworld', 'zeus']",http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253.0,English,USA,PG-13,150000000.0,2012,5.8,1.85
Dark Shadows,1077368,Color,75,526.0,113,79711678.0,199039,7,"['camera shot of feet', 'cartoon on tv', 'female stockinged feet', 'female stockinged soles', 'foot closeup']",http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,100000000.0,2012,6.2,1.85
Mission: Impossible - Rogue Nation,2381249,Color,86,465.0,131,195000874.0,232187,0,"['capture', 'computer hacker', 'mission', 'rogue agent', 'spy']",http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440.0,English,China,PG-13,150000000.0,2015,7.4,2.35
The Wolfman,780653,Color,87,357.0,119,61937495.0,89442,0,"['asylum', 'death', 'full moon', 'transformation', 'werewolf']",http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432.0,English,USA,R,150000000.0,2010,5.8,1.85
The Legend of Tarzan,918940,Color,9,248.0,110,124051759.0,42372,2,"['africa', 'capture', 'jungle', 'male objectification', 'tarzan']",http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,180000000.0,2016,6.6,2.35
Bee Movie,389790,Color,88,194.0,91,126597121.0,105902,0,"['bee', 'dream sequence', 'egg', 'scatological humor', 'squashed bug']",http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206.0,English,USA,PG,150000000.0,2007,6.2,1.85
Kung Fu Panda 2,1302011,Color,89,284.0,90,165230261.0,182718,0,"['china', 'kung fu', 'panda', 'peacock', 'tigress']",http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2011,7.3,2.35
The Last Airbender,938283,Color,90,280.0,103,131564731.0,118951,0,"['avatar', 'fire', 'kingdom', 'tribe', 'water']",http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382.0,English,USA,PG,150000000.0,2010,4.2,2.35
Mission: Impossible III,317919,Color,33,310.0,124,133382309.0,256695,0,"['arms dealer', 'fictional government agency', 'mission', 'rescue', 'vatican']",http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871.0,English,USA,PG-13,150000000.0,2006,6.9,2.35
White House Down,2334879,Color,40,339.0,131,73103784.0,164238,2,"['black u.s. president', 'president', 'secret service', 'tour', 'white house']",http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434.0,English,USA,PG-13,150000000.0,2013,6.4,2.35
Mars Needs Moms,1305591,Color,91,132.0,88,21379315.0,17590,0,"['boy', 'martian', 'rescue', 'robot', 'sexism']",http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112.0,English,USA,PG,150000000.0,2011,5.4,2.35
Flushed Away,424095,Color,92,135.0,85,64459316.0,85086,0,"['boat', 'frog', 'rat', 'sewer', 'toad']",http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122.0,English,UK,PG,149000000.0,2006,6.7,1.85
Mr. Peabody & Sherman,864835,Color,93,196.0,92,111505642.0,47900,2,"['dog', 'father son relationship', 'inventor', 'talking dog', 'time travel']",http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130.0,English,USA,PG,145000000.0,2014,6.9,1.85
Troy,332452,Color,68,220.0,196,133228348.0,381672,2,"['greek', 'mythology', 'prince', 'trojan', 'troy']",http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694.0,English,USA,R,175000000.0,2004,7.2,2.35
Madagascar 3: Europe's Most Wanted,1277953,Color,76,211.0,93,216366733.0,119213,0,"['animal', 'circus', 'island name in title', 'lemur', 'penguin']",http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154.0,English,USA,PG,145000000.0,2012,6.9,1.85
Die Another Day,246460, Black and White,94,264.0,133,160201106.0,169914,0,"['catfight', 'clinic', 'colonel', 'diamond', 'patricide']",http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185.0,English,UK,PG-13,142000000.0,2002,6.1,2.35
Armageddon,120591,Color,27,167.0,153,201573391.0,322395,0,"['asteroid', 'astronaut', 'bomb', 'meteorite', 'outer space']",http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171.0,English,USA,PG-13,140000000.0,1998,6.6,2.35
Men in Black II,120912,Color,15,208.0,88,190418803.0,270207,2,"['alien', 'lingerie', 'lingerie model', 'm.i.b.', 'pug']",http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606.0,English,USA,PG-13,140000000.0,2002,6.1,1.85
Beowulf,442933,Color,41,287.0,115,82161969.0,142440,1,"['creature', 'demon', 'king', 'reward', 'warrior']",http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505.0,English,USA,PG-13,150000000.0,2007,6.3,2.35
Kung Fu Panda 3,2267968,Color,95,210.0,95,143523463.0,64322,0,"['china', 'kung fu', 'panda', 'pig', 'village']",http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145.0,English,USA,PG,145000000.0,2016,7.2,2.35
Mission: Impossible - Ghost Protocol,1229238,Color,58,432.0,133,209364921.0,365104,3,"['dubai', 'kremlin', 'race against time', 'russian', 'terrorist']",http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512.0,English,USA,PG-13,145000000.0,2011,7.4,2.35
Rise of the Guardians,1446192,Color,96,256.0,97,103400692.0,123553,0,"['belief', 'box office hit', 'children', 'new york city', 'tooth']",http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174.0,English,USA,PG,145000000.0,2012,7.3,1.85
Fun with Dick and Jane,369441,Color,97,135.0,90,110332737.0,110788,1,"['animal abuse', 'ceo', 'heist', 'suburb', 'unemployment']",http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,100000000.0,2005,6.1,2.35
The Last Samurai,325710,Color,98,190.0,154,111110575.0,317166,1,"['captain', 'emperor', 'honor', 'japan', 'samurai']",http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928.0,English,USA,R,140000000.0,2003,7.7,2.35
Star Trek,796366,Color,33,518.0,127,257704099.0,504419,0,"['box office hit', 'future', 'lifted by the throat', 'star trek', 'vulcan']",http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559.0,English,USA,PG-13,150000000.0,2009,8.0,2.35
Spider-Man,145487,Color,23,291.0,121,403706375.0,544665,0,"['evil', 'goblin', 'spider', 'spider man', 'superhero']",http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2012.0,English,USA,PG-13,139000000.0,2002,7.3,1.85
How to Train Your Dragon 2,1646971,Color,61,292.0,102,176997107.0,221128,5,"['dragon', 'father son relationship', 'husband wife relationship', 'mother son relationship', 'viking']",http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343.0,English,USA,PG,145000000.0,2014,7.9,2.35
Gods of Egypt,2404233,Color,99,184.0,126,31141074.0,51892,4,"['ancient egypt', 'egypt', 'egyptian', 'egyptian god', 'egyptian goddess']",http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273.0,English,USA,PG-13,140000000.0,2016,5.5,2.35
Stealth,382992,Color,47,145.0,121,31704416.0,45455,0,"['artificial intelligence', 'box office flop', 'fighter jet', 'navy', 'pilot']",http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388.0,English,USA,PG-13,135000000.0,2005,5.0,2.35
Watchmen,409459,Color,10,451.0,215,107503316.0,392474,1,"['conspiracy', 'cynicism', 'false promise of the american dream', 'male full frontal nudity', 'male nudity']",http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229.0,English,USA,R,130000000.0,2009,7.7,2.35
Lethal Weapon 4,122151,Color,100,141.0,127,129734803.0,127497,2,"['kung fu', 'lapd', 'martial arts', 'private investigator', 'triad']",http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287.0,English,USA,R,140000000.0,1998,6.6,2.35
Hulk,286716,Color,101,267.0,138,132122995.0,212106,0,"['1980s', 'c 130 hercules', 'monster', 'panzer', 'san francisco california']",http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445.0,English,USA,PG-13,137000000.0,2003,5.7,1.85
G.I. Joe: Retaliation,1583421,Color,102,351.0,122,122512052.0,146352,6,"['general', 'gi joe', 'martial arts', 'ninja', 'president']",http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288.0,English,USA,PG-13,130000000.0,2013,5.8,2.35
Sahara,318649,Color,103,163.0,124,68642452.0,77673,3,"['beach', 'civil war', 'desert', 'dictator', 'ship']",http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463.0,English,UK,PG-13,130000000.0,2005,6.0,2.35
Final Fantasy: The Spirits Within,173840,Color,104,166.0,106,32131830.0,72259,1,"['general', 'military', 'scientist', 'soldier', 'year 2065']",http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788.0,English,USA,PG-13,137000000.0,2001,6.4,1.85
Captain America: The First Avenger,458339,Color,87,510.0,124,176636816.0,508818,0,"['arctic', 'captain america', 'scientist', 'tesseract', 'war bond']",http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679.0,English,USA,PG-13,140000000.0,2011,6.9,2.35
The World Is Not Enough,143145,Color,73,197.0,128,126930660.0,157519,2,"['british', 'oil', 'scientist', 'terrorist', 'tycoon']",http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,683.0,English,UK,PG-13,135000000.0,1999,6.4,2.35
Master and Commander: The Far Side of the World,311113,Color,105,244.0,138,93926386.0,168207,1,"['1800s', 'napoleonic wars', 'pursuit', 'royal navy', 'ship']",http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684.0,English,USA,PG-13,150000000.0,2003,7.4,2.35
Happy Feet 2,1402488,Color,80,156.0,100,63992328.0,32399,0,"['3d', 'antarctica', 'krill', 'penguin', 'sequel']",http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79.0,English,Australia,PG,135000000.0,2011,5.9,2.35
The Incredible Hulk,800080,Color,106,354.0,135,134518390.0,326286,0,"['antidote', 'cure', 'hulk', 'marvel cinematic universe', 'opening action scene']",http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643.0,English,USA,PG-13,150000000.0,2008,6.8,2.35
Miami Vice,86759,Color,107,21.0,60,0.0,16769,2,"['cult tv', 'detective', 'drugs', 'police', 'undercover']",http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,74.0,English,USA,TV-14,1500000.0,0,7.5,1.33
The BFG,3691740,Color,36,252.0,117,52792307.0,12572,0,"['cannibal', 'evil brother', 'giant', 'london england', 'queen']",http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,106.0,English,UK,PG,140000000.0,2016,6.8,2.35
The Revenant,1663202,Color,108,556.0,156,183635922.0,406020,0,"['bear attack', 'cauterizing a wound', 'native american', 'revenge', 'survival']",http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188.0,English,USA,R,135000000.0,2015,8.1,2.35
Turbo,1860353,Color,109,166.0,96,83024900.0,62424,0,"['accident', 'freak accident', 'race', 'snail', 'underdog']",http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90.0,English,USA,PG,135000000.0,2013,6.5,2.35
Rango,1192628,Color,2,362.0,107,123207194.0,183208,0,"['chameleon', 'lizard', 'sheriff', 'water', 'western town']",http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337.0,English,USA,PG,135000000.0,2011,7.2,2.35
Penguins of Madagascar,1911658,Color,76,153.0,92,83348920.0,60230,0,"['little girl', 'park', 'spy', 'statue of liberty', 'television van']",http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118.0,English,USA,PG,132000000.0,2014,6.7,1.85
The Bourne Ultimatum,440963,Color,110,329.0,115,227137090.0,491077,0,"['action hero', 'cia', 'dark past', 'flashback', 'memory']",http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,820.0,English,USA,PG-13,110000000.0,2007,8.1,2.35
Kung Fu Panda,441773,Color,111,266.0,92,215395021.0,307029,0,"['kung fu', 'kung fu master', 'master', 'panda', 'snow leopard']",http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,360.0,English,USA,PG,130000000.0,2008,7.6,2.35
Ant-Man,478970,Color,112,517.0,117,180191634.0,313866,6,"['ant', 'chinatown san francisco', 'heist', 'sabotage', 'vault']",http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549.0,English,USA,PG-13,130000000.0,2015,7.4,1.85
The Hunger Games: Catching Fire,1951264,Color,66,502.0,146,424645577.0,498397,1,"['president', 'snow', 'television', 'tour', 'uprising']",http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,706.0,English,USA,PG-13,130000000.0,2013,7.6,2.35
The Twilight Saga: Breaking Dawn - Part 2,1673434,Color,113,322.0,115,292298923.0,185394,3,"['battle', 'friend', 'super strength', 'vampire', 'vision']",http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329.0,English,USA,PG-13,120000000.0,2012,5.5,2.35
War of the Worlds,407304,Color,36,401.0,116,234277056.0,334345,0,"['alien', 'fight', 'storm', 'survival', 'tripod']",http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2741.0,English,USA,PG-13,132000000.0,2005,6.5,1.85
Bad Boys II,172156,Color,27,94.0,147,138396624.0,178126,1,"['cuba', 'dea', 'drugs', 'money', 'undercover']",http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,511.0,English,USA,R,130000000.0,2003,6.6,2.35
Puss in Boots,448694,Color,70,246.0,90,149234747.0,114287,0,"['betrayal', 'egg', 'friend', 'goose', 'hero']",http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137.0,English,USA,PG,130000000.0,2011,6.7,2.35
Salt,944835,Color,114,330.0,101,118311368.0,245621,1,"['cia', 'on the run', 'russian', 'russian spy', 'strong female lead']",http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,514.0,English,USA,PG-13,110000000.0,2010,6.4,2.35
Noah,1959490,Color,115,434.0,138,101160529.0,200022,2,"['ark', 'flood', ""noah's ark"", 'water', 'wrath of god']",http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,1240.0,English,USA,PG-13,125000000.0,2014,5.8,1.85
The Adventures of Tintin,983193,Color,36,440.0,107,77564037.0,177383,1,"['captain', 'morocco', 'ship', 'tintin', 'treasure']",http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447.0,English,USA,PG,135000000.0,2011,7.4,2.35
Harry Potter and the Prisoner of Azkaban,304141,Color,116,274.0,142,249358727.0,382255,3,"['magic', 'muggle', 'serial killer', 'traitor', 'wizard']",http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,1504.0,English,UK,PG,130000000.0,2004,7.8,2.35
Australia,455824,Color,117,245.0,165,49551662.0,102338,0,"['australia', 'cattle', 'darwin', 'drover', 'japanese']",http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,450.0,English,Australia,PG-13,130000000.0,2008,6.6,2.35
After Earth,1815862,Color,90,349.0,100,60522097.0,158720,0,"['box office flop', 'father son team', 'fear', 'race against time', 'real life father and son playing father and son']",http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744.0,English,USA,PG-13,130000000.0,2013,4.9,2.35
Dinosaur,130623,Color,118,145.0,82,137748063.0,38438,1,"['egg', 'iguanodon', 'lemur', 'meteor', 'nesting grounds']",http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,241.0,English,USA,PG,127500000.0,2000,6.5,1.85
Harry Potter and the Deathly Hallows: Part II,1680310,Color,119,1.0,0,0.0,381,1,0,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,2.0,English,UK,0,0.0,2011,7.5,0.0
Night at the Museum: Secret of the Tomb,2692250,Color,77,154.0,98,113733726.0,67223,7,"['museum', 'museum of natural history manhattan new york city', 'night watchman', 'star died before release', 'tablet']",http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,126.0,English,USA,PG,127000000.0,2014,6.2,1.85
Megamind,1001526,Color,120,233.0,95,148337537.0,172754,3,"['battle', 'city', 'planet', 'prison', 'superhero']",http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,187.0,English,USA,PG,130000000.0,2010,7.3,2.35
Harry Potter and the Sorcerer's Stone,241527,Color,121,258.0,159,317557891.0,444683,4,"['based on novel', 'birthday', 'evil wizard', 'quidditch', 'wizard']",http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,1571.0,English,UK,PG,125000000.0,2001,7.5,2.35
R.I.P.D.,790736,Color,122,208.0,96,33592415.0,91640,2,"['drug dealer', 'gold', 'partner', 'police', 'undead']",http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,210.0,English,USA,PG-13,130000000.0,2013,5.6,2.35
Godzilla Resurgence,4262980,Color,123,1.0,120,0.0,374,0,"['blood', 'godzilla', 'monster', 'sequel']",http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13.0,Japanese,Japan,0,0.0,2016,8.2,2.35
Pirates of the Caribbean: The Curse of the Black Pearl,325980,Color,2,271.0,143,305388685.0,809474,3,"['caribbean', 'curse', 'governor', 'pirate', 'undead']",http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,2113.0,English,USA,PG-13,140000000.0,2003,8.1,2.35
Harry Potter and the Deathly Hallows: Part I,1571403,Color,119,4.0,0,0.0,252,1,0,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,2.0,English,UK,0,0.0,2010,6.4,0.0
The Hunger Games: Mockingjay - Part 1,1951265,Color,66,403.0,123,337103873.0,305008,1,"['based on young adult novel', 'manipulation', 'rebellion', 'symbol', 'uprising']",http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591.0,English,USA,PG-13,125000000.0,2014,6.7,2.35
